,APMC,Commodity,2014,2015,2016
2973,Sonpeth,pigeon pea (tur),5250,7200,7200
2974,Sonpeth,safflower,2617,0,0
2975,Sonpeth,sorgum(jawar),1968,2189,2189
2976,Sonpeth,soybean,3366,3900,3900
2977,Sonpeth,wheat(husked),1681,2200,2200
2978,Soygaon,cotton,0,4348,4348
2979,Soygaon,maize,0,1387,1387
2980,Taloda,bajri,1448,1585,1585
2981,Taloda,black gram,3995,3852,3852
2982,Taloda,cotton,3965,3961,3961
2983,Taloda,gram,3486,5324,5324
2984,Taloda,green gram,0,7191,7191
2985,Taloda,maize,1233,1463,1463
2986,Taloda,pigeon pea (tur),5351,8610,8610
2987,Taloda,sorgum(jawar),1889,2075,2075
2988,Taloda,wheat(husked),1700,1766,1766
2989,Tasgaon,bedana,20214,19449,19449
2990,Tasgaon,gram,3100,4585,4585
2991,Tasgaon,maize,1400,1402,1402
2992,Tasgaon,sorgum(jawar),1600,1671,1671
2993,Tasgaon,soybean,3200,3800,3800
2994,Tasgaon,tamarind,0,5629,5629
2995,Telhara,black gram,4742,9465,9465
2996,Telhara,cotton,4048,4314,4314
2997,Telhara,gram,2704,4638,4638
2998,Telhara,green gram,7760,8715,8715
2999,Telhara,pigeon pea (tur),4538,9520,9520
3000,Telhara,sorgum(jawar),1317,1620,1620
3001,Telhara,soybean,3221,3767,3767
3002,Telhara,wheat(husked),1462,1580,1580
3003,Tiroda,paddy-unhusked,1960,1640,1640
3004,Tuljapur,bajri,1326,1600,1600
3005,Tuljapur,black gram,5907,8545,8545
3006,Tuljapur,gram,2725,4850,4850
3007,Tuljapur,green gram,7400,8930,8930
3008,Tuljapur,maize,1275,1725,1725
3009,Tuljapur,pigeon pea (tur),4444,11267,11267
3010,Tuljapur,sorgum(jawar),1425,2450,2450
3011,Tuljapur,soybean,3318,3826,3826
3012,Tuljapur,turmeric,0,7300,7300
3013,Tuljapur,wheat(husked),1415,2528,2528
3014,Tuljapur,wheat(unhusked),2450,3000,3000
3015,Tumsar,black gram,4005,5250,5250
3016,Tumsar,castor seed,3055,3444,3444
3017,Tumsar,gram,2773,4763,4763
3018,Tumsar,green gram,5722,6726,6726
3019,Tumsar,jaggery,3235,3001,3001
3020,Tumsar,lentil,3476,5581,5581
3021,Tumsar,linseed,3907,4500,4500
3022,Tumsar,other cereals,2178,3800,3800
3023,Tumsar,other pulses,3250,3000,3000
3024,Tumsar,paddy-unhusked,2202,1841,1841
3025,Tumsar,pigeon pea (tur),3967,9017,9017
3026,Tumsar,rice(paddy-hus),3930,3663,3663
3027,Tumsar,sarsav,2924,3535,3535
3028,Tumsar,wheat(husked),1552,1621,1621
3029,Udgir,black gram,5862,11579,11579
3030,Udgir,gram,2970,5156,5156
3031,Udgir,green gram,7694,8650,8650
3032,Udgir,pigeon pea (tur),5433,11628,11628
3033,Udgir,safflower,0,2600,2600
3034,Udgir,sorgum(jawar),1175,1507,1507
3035,Udgir,soybean,3484,3933,3933
3036,Udgir,tamarind,0,7398,7398
3037,Udgir,wheat(husked),1340,1505,1505
3038,Ulhasnagar,bajri,0,0,0
3039,Ulhasnagar,banana,0,0,0
3040,Ulhasnagar,coconut,0,0,0
3041,Ulhasnagar,gr.nut kernels,0,9000,9000
3042,Ulhasnagar,onion,0,0,0
3043,Ulhasnagar,other cereals,0,0,0
3044,Ulhasnagar,other vegetables,0,5605,5605
3045,Ulhasnagar,potato,0,1724,1724
3046,Ulhasnagar,rice(paddy-hus),0,6703,6703
3047,Ulhasnagar,sorgum(jawar),0,3033,3033
3048,Ulhasnagar,sugarcane,0,0,0
3049,Ulhasnagar,wheat(husked),0,3030,3030
3050,Umared,chillies(red),7000,10000,10000
3051,Umared,coriander (dry),11027,10809,10809
3052,Umared,cotton,3994,4447,4447
3053,Umared,gram,2932,5600,5600
3054,Umared,green gram,5942,6900,6900
3055,Umared,green peas (dry),0,2405,2405
3056,Umared,lang,2033,2138,2138
3057,Umared,lentil,3743,4122,4122
3058,Umared,linseed,4708,4908,4908
3059,Umared,mustard,2900,3563,3563
3060,Umared,other pulses,4096,7766,7766
3061,Umared,pigeon pea (tur),4483,8337,8337
3062,Umared,rice(paddy-hus),4463,3730,3730
3063,Umared,sorgum(jawar),1950,2029,2029
3064,Umared,soybean,3387,4071,4071
3065,Umared,wheat(husked),1950,2269,2269
3066,Umarga,bajri,1319,1502,1502
3067,Umarga,black gram,5612,11028,11028
3068,Umarga,gram,2594,4554,4554
3069,Umarga,green gram,7934,8959,8959
3070,Umarga,maize,1945,1575,1575
3071,Umarga,paddy-unhusked,1225,1350,1350
3072,Umarga,pigeon pea (tur),5129,10932,10932
3073,Umarga,safflower,2514,2774,2774
3074,Umarga,sesamum,9679,8612,8612
3075,Umarga,sorgum(jawar),1749,2019,2019
3076,Umarga,soybean,3378,3794,3794
3077,Umarga,sunflower,3221,3481,3481
3078,Umarga,wheat(husked),1625,2541,2541
3079,Umarga,wheat(unhusked),3265,3800,3800
3080,Umari,pigeon pea (tur),0,8857,8857
3081,Umari,sorgum(jawar),0,0,0
3082,Umari,soybean,0,0,0
3083,Umarkhed-Danki,gram,3100,5000,5000
3084,Umarkhed-Danki,pigeon pea (tur),0,8633,8633
3085,Umarkhed-Danki,sorgum(jawar),0,1500,1500
3086,Umarkhed-Danki,soybean,3500,3617,3617
3087,Umarkhed-Danki,wheat(husked),1667,1600,1600
3088,Umarkhed,cotton,4041,4100,4100
3089,Umarkhed,gram,3100,5075,5075
3090,Umarkhed,pigeon pea (tur),4300,8200,8200
3091,Umarkhed,sorgum(jawar),0,1600,1600
3092,Umarkhed,soybean,3500,3613,3613
3093,Umarkhed,wheat(husked),1700,1600,1600
3094,Umrane,onion,0,0,0
3095,Vadgaon Peth,bitter gourd,2619,2765,2765
3096,Vadgaon Peth,bottle gourd,2000,1500,1500
3097,Vadgaon Peth,brinjal,4042,2500,2500
3098,Vadgaon Peth,cabbage,1115,1390,1390
3099,Vadgaon Peth,capsicum,3109,3221,3221
3100,Vadgaon Peth,carrot,1500,2550,2550
3101,Vadgaon Peth,cluster bean,3250,4000,4000
3102,Vadgaon Peth,coriander  ,10,6,6
3103,Vadgaon Peth,cucumber,1950,1700,1700
3104,Vadgaon Peth,flower,2680,2093,2093
3105,Vadgaon Peth,ghevda,3000,3000,3000
3106,Vadgaon Peth,green chilli,0,3500,3500
3107,Vadgaon Peth,green-peas,3250,3980,3980
3108,Vadgaon Peth,ladies finger,3371,3333,3333
3109,Vadgaon Peth,methi (bhaji),7,7,7
3110,Vadgaon Peth,pavtta,4438,3500,3500
3111,Vadgaon Peth,ridge gourd,3912,3638,3638
3112,Vadgaon Peth,snake gourd,2000,2375,2375
3113,Vadgaon Peth,spinach,5,3,3
3114,Vadgaon Peth,tomato,1643,1927,1927
3115,Vaduj,bajri,1563,1667,1667
3116,Vaduj,cowpea,3340,4500,4500
3117,Vaduj,ghevda seed,6400,4867,4867
3118,Vaduj,gram,2733,4581,4581
3119,Vaduj,green gram,7400,8244,8244
3120,Vaduj,maize,1400,1556,1556
3121,Vaduj,sorgum(jawar),2378,2433,2433
3122,Vaduj,soybean,3322,3633,3633
3123,Vaduj,wheat(husked),0,2150,2150
3124,Vaijapur,bajri,1532,1793,1793
3125,Vaijapur,black gram,3800,9400,9400
3126,Vaijapur,castor seed,0,2450,2450
3127,Vaijapur,cowpea,4100,5126,5126
3128,Vaijapur,gram,2517,5684,5684
3129,Vaijapur,green gram,7466,9096,9096
3130,Vaijapur,ground nut pods (dry),3845,6214,6214
3131,Vaijapur,horse gram,0,3706,3706
3132,Vaijapur,maize,1243,1720,1720
3133,Vaijapur,matki,0,7930,7930
3134,Vaijapur,mustard,3500,3784,3784
3135,Vaijapur,onion,2142,2744,2744
3136,Vaijapur,pigeon pea (tur),3675,9102,9102
3137,Vaijapur,safflower,2500,2763,2763
3138,Vaijapur,sorgum(jawar),1609,1738,1738
3139,Vaijapur,soybean,3167,3835,3835
3140,Vaijapur,tamarind,0,1104,1104
3141,Vaijapur,wheat(husked),1694,1992,1992
3142,Vai,bottle gourd,1825,1650,1650
3143,Vai,brinjal,2722,2145,2145
3144,Vai,cabbage,955,1140,1140
3145,Vai,cucumber,2341,2521,2521
3146,Vai,flower,2400,2241,2241
3147,Vai,ginger (fresh),0,4187,4187
3148,Vai,green chilli,4250,4000,4000
3149,Vai,green-peas,6000,5333,5333
3150,Vai,ladies finger,3667,4109,4109
3151,Vai,onion,0,2600,2600
3152,Vai,pavata,4300,5250,5250
3153,Vai,pavtta,0,5400,5400
3154,Vai,ridge gourd,3444,3875,3875
3155,Vai,tomato,2590,3385,3385
3156,Vani,cotton,4051,4289,4289
3157,Vani,gram,2438,3865,3865
3158,Vani,pigeon pea (tur),4761,8353,8353
3159,Vani,soybean,3324,3755,3755
3160,Varora,cotton,3960,4376,4376
3161,Varora,gram,0,4401,4401
3162,Varora,pigeon pea (tur),0,8340,8340
3163,Varora,soybean,3412,3883,3883
3164,Varud-Rajura Bazar,castor seed,3300,3566,3566
3165,Varud-Rajura Bazar,gram,3185,5729,5729
3166,Varud-Rajura Bazar,green chilli,3070,3059,3059
3167,Varud-Rajura Bazar,maize,1375,1392,1392
3168,Varud-Rajura Bazar,mustard,0,3250,3250
3169,Varud-Rajura Bazar,pigeon pea (tur),5033,9385,9385
3170,Varud-Rajura Bazar,sorgum(jawar),1585,1417,1417
3171,Varud-Rajura Bazar,soybean,3337,3734,3734
3172,Varud-Rajura Bazar,wheat(husked),1503,1569,1569
3173,Varud,cotton,4031,4500,4500
3174,Varud,orange,2500,1338,1338
3175,Varud,sorgum(jawar),1530,1570,1570
3176,Vasai,onion,2250,2406,2406
3177,Vasai,paddy-unhusked,0,1803,1803
3178,Vasai,potato,0,1829,1829
3179,Vasai,rice(paddy-hus),3750,4147,4147
3180,Vasai,tomato,0,2111,2111
3181,Vasai,wheat(husked),3400,2842,2842
3182,Vita,brinjal,1200,0,0
3183,Vita,green chilli,0,0,0
3184,Vita,ladies finger,4000,0,0
3185,Vita,onion,1700,0,0
3186,Vita,tomato,1200,0,0
3187,Wardha,cotton,4066,4333,4333
3188,Wardha,gram,2863,4681,4681
3189,Wardha,green gram,0,0,0
3190,Wardha,pigeon pea (tur),4778,9200,9200
3191,Wardha,sorgum(jawar),0,1450,1450
3192,Wardha,soybean,3419,3835,3835
3193,Wardha,wheat(husked),1548,1565,1565
3194,Washim-Ansing,black gram,0,0,0
3195,Washim-Ansing,gram,0,0,0
3196,Washim-Ansing,green gram,0,0,0
3197,Washim-Ansing,pigeon pea (tur),0,0,0
3198,Washim-Ansing,sorgum(jawar),0,0,0
3199,Washim-Ansing,soybean,0,0,0
3200,Washim-Ansing,wheat(husked),0,0,0
3201,Washim,black gram,5368,10008,10008
3202,Washim,gram,3352,5159,5159
3203,Washim,green gram,6436,8423,8423
3204,Washim,mustard,3900,3900,3900
3205,Washim,paddy-unhusked,1341,1500,1500
3206,Washim,pigeon pea (tur),5127,9874,9874
3207,Washim,safflower,3000,2600,2600
3208,Washim,sorgum(jawar),1640,1738,1738
3209,Washim,soybean,3471,3964,3964
3210,Washim,turmeric,0,0,0
3211,Washim,wheat(husked),1695,1753,1753
3212,Yawal,bajri,0,1275,1275
3213,Yawal,banana,1125,543,543
3214,Yawal,cotton,3919,4235,4235
3215,Yawal,gram,0,0,0
3216,Yawal,ground nut pods (dry),0,0,0
3217,Yawal,maize,1288,1309,1309
3218,Yawal,onion,0,1578,1578
3219,Yawal,sorgum(jawar),1486,1330,1330
3220,Yawal,soybean,2513,3450,3450
3221,Yawal,wheat(husked),0,1800,1800
3222,Yeola,bajri,1470,1575,1575
3223,Yeola,gram,3550,4702,4702
3224,Yeola,green gram,8141,9037,9037
3225,Yeola,maize,1214,1541,1541
3226,Yeola,onion,1732,2460,2460
3227,Yeola,pigeon pea (tur),4101,8500,8500
3228,Yeola,sorgum(jawar),1801,1701,1701
3229,Yeola,soybean,3363,3886,3886
3230,Yeola,wheat(husked),1665,1713,1713
3231,Yeotmal,black gram,5022,8647,8647
3232,Yeotmal,cotton,4037,4263,4263
3233,Yeotmal,gram,2646,4621,4621
3234,Yeotmal,green gram,5121,8401,8401
3235,Yeotmal,ground nut pods (dry),0,5686,5686
3236,Yeotmal,pigeon pea (tur),5005,10690,10690
3237,Yeotmal,sorgum(jawar),1537,1550,1550
3238,Yeotmal,soybean,3379,3894,3894
3239,Yeotmal,wheat(husked),1512,2756,2756
3240,Zarijamini,cotton,4028,4182,4182
3241,Zarijamini,gram,0,3661,3661
3242,Zarijamini,pigeon pea (tur),0,9055,9055
3243,Zarijamini,soybean,3103,7826,7826
